ID,Category,LINK,SLOT (Numeric International),STANDARD (Numeric International),SLOT (Numeric 1-7),STANDARD (Numeric 1-7),SLOT (Descriptive),STANDARD (Descriptive),,
759,,,,,,,,,,
760,,,,,,,,,,
761,,,,,,,,,,
762,,,,,,,,,,
763,,,,,,,,,,
764,,,,,,,,,,
765,,,,,,,,,,
766,,,,,,,,,,
767,,,,,,,,,,
768,,,,,,,,,,
769,,,,,,,,,,
770,,,,,,,,,,
771,,,,,,,,,,
772,,,,,,,,,,
773,,,,,,,,,,
774,,,,,,,,,,
775,,,,,,,,,,
776,,,,,,,,,,
777,,,,,,,,,,
778,,,,,,,,,,
779,,,,,,,,,,
780,,,,,,,,,,
781,,,,,,,,,,
782,,,,,,,,,,
783,,,,,,,,,,
784,,,,,,,,,,
785,,,,,,,,,,
786,,,,,,,,,,
787,,,,,,,,,,
788,,,,,,,,,,
789,,,,,,,,,,
790,,,,,,,,,,
791,,,,,,,,,,
792,,,,,,,,,,
793,,,,,,,,,,
794,,,,,,,,,,
795,,,,,,,,,,
796,,,,,,,,,,
797,,,,,,,,,,
798,,,,,,,,,,
799,,,,,,,,,,
800,,,,,,,,,,
801,,,,,,,,,,
802,,,,,,,,,,
803,,,,,,,,,,
804,,,,,,,,,,
805,,,,,,,,,,
806,,,,,,,,,,
807,,,,,,,,,,
808,,,,,,,,,,
809,,,,,,,,,,
810,,,,,,,,,,
811,,,,,,,,,,
812,,,,,,,,,,
813,,,,,,,,,,
814,,,,,,,,,,
815,,,,,,,,,,
816,,,,,,,,,,
817,,,,,,,,,,
818,,,,,,,,,,
819,,,,,,,,,,
820,,,,,,,,,,
821,,,,,,,,,,
822,,,,,,,,,,
823,,,,,,,,,,
824,,,,,,,,,,
825,,,,,,,,,,
826,,,,,,,,,,
827,,,,,,,,,,
828,,,,,,,,,,
829,,,,,,,,,,
830,,,,,,,,,,
831,,,,,,,,,,
832,,,,,,,,,,
833,,,,,,,,,,
834,,,,,,,,,,
835,,,,,,,,,,
836,,,,,,,,,,
837,,,,,,,,,,
838,,,,,,,,,,
839,,,,,,,,,,
840,,,,,,,,,,
841,,,,,,,,,,
842,,,,,,,,,,
843,,,,,,,,,,
844,,,,,,,,,,
845,,,,,,,,,,
846,,,,,,,,,,
847,,,,,,,,,,
848,,,,,,,,,,
849,,,,,,,,,,
850,,,,,,,,,,
851,,,,,,,,,,
852,,,,,,,,,,
853,,,,,,,,,,
854,,,,,,,,,,
855,,,,,,,,,,
856,,,,,,,,,,
857,,,,,,,,,,
858,,,,,,,,,,
859,,,,,,,,,,
860,,,,,,,,,,
861,,,,,,,,,,
862,,,,,,,,,,
863,,,,,,,,,,
864,,,,,,,,,,
865,,,,,,,,,,
866,,,,,,,,,,
867,,,,,,,,,,
868,,,,,,,,,,
869,,,,,,,,,,
870,,,,,,,,,,
871,,,,,,,,,,
872,,,,,,,,,,
873,,,,,,,,,,
874,,,,,,,,,,
875,,,,,,,,,,
876,,,,,,,,,,
877,,,,,,,,,,
878,,,,,,,,,,
879,,,,,,,,,,
880,,,,,,,,,,
881,,,,,,,,,,
882,,,,,,,,,,
883,,,,,,,,,,
884,,,,,,,,,,
885,,,,,,,,,,
886,,,,,,,,,,
887,,,,,,,,,,
888,,,,,,,,,,
889,,,,,,,,,,
890,,,,,,,,,,
891,,,,,,,,,,
892,,,,,,,,,,
893,,,,,,,,,,
894,,,,,,,,,,
895,,,,,,,,,,
896,,,,,,,,,,
897,,,,,,,,,,
898,,,,,,,,,,
899,,,,,,,,,,
900,,,,,,,,,,
901,,,,,,,,,,
902,,,,,,,,,,
903,,,,,,,,,,
904,,,,,,,,,,
905,,,,,,,,,,
906,,,,,,,,,,
907,,,,,,,,,,
908,,,,,,,,,,
909,,,,,,,,,,
910,,,,,,,,,,
911,,,,,,,,,,
912,,,,,,,,,,
913,,,,,,,,,,
914,,,,,,,,,,
915,,,,,,,,,,
916,,,,,,,,,,
917,,,,,,,,,,
918,,,,,,,,,,
919,,,,,,,,,,
920,,,,,,,,,,
921,,,,,,,,,,
922,,,,,,,,,,
923,,,,,,,,,,
924,,,,,,,,,,
925,,,,,,,,,,
926,,,,,,,,,,
927,,,,,,,,,,
928,,,,,,,,,,
929,,,,,,,,,,
930,,,,,,,,,,
931,,,,,,,,,,
932,,,,,,,,,,
933,,,,,,,,,,
934,,,,,,,,,,
935,,,,,,,,,,
936,,,,,,,,,,
937,,,,,,,,,,
938,,,,,,,,,,
939,,,,,,,,,,
940,,,,,,,,,,
941,,,,,,,,,,
942,,,,,,,,,,
943,,,,,,,,,,
944,,,,,,,,,,
945,,,,,,,,,,
946,,,,,,,,,,
947,,,,,,,,,,
948,,,,,,,,,,
949,,,,,,,,,,
950,,,,,,,,,,
951,,,,,,,,,,
952,,,,,,,,,,
953,,,,,,,,,,
954,,,,,,,,,,
955,,,,,,,,,,
956,,,,,,,,,,
957,,,,,,,,,,
958,,,,,,,,,,
959,,,,,,,,,,
960,,,,,,,,,,
961,,,,,,,,,,
962,,,,,,,,,,
963,,,,,,,,,,
964,,,,,,,,,,
965,,,,,,,,,,
966,,,,,,,,,,
967,,,,,,,,,,
968,,,,,,,,,,
969,,,,,,,,,,
970,,,,,,,,,,
971,,,,,,,,,,
972,,,,,,,,,,
973,,,,,,,,,,
974,,,,,,,,,,
975,,,,,,,,,,
976,,,,,,,,,,
977,,,,,,,,,,
978,,,,,,,,,,
979,,,,,,,,,,
980,,,,,,,,,,
981,,,,,,,,,,
982,,,,,,,,,,
983,,,,,,,,,,
984,,,,,,,,,,
985,,,,,,,,,,
986,,,,,,,,,,
987,,,,,,,,,,
988,,,,,,,,,,
989,,,,,,,,,,
990,,,,,,,,,,
991,,,,,,,,,,
992,,,,,,,,,,
993,,,,,,,,,,
994,,,,,,,,,,
995,,,,,,,,,,
996,,,,,,,,,,
997,,,,,,,,,,
998,,,,,,,,,,
999,,,,,,,,,,
1000,Adjectives,,TIGHTENS_TO5,TO5,TIGHTENS_TO6,TO6,TIGHTENS_TOEASY,TOEASY,,
1001,Adjectives,,TIGHTENS_TO4,TO4,TIGHTENS_TO5,TO5,TIGHTENS_TOFAST,TOFAST,,
1002,Adjectives,,TIGHTENS_TO3,TO3,TIGHTENS_TO4,TO4,TIGHTENS_TOMEDIUM,TOMEDIUM,,
1003,Adjectives,,TIGHTENS_TO2,TO2,TIGHTENS_TO3,TO3,TIGHTENS_TOK,TOK,,
1004,Adjectives,,TIGHTENS_TOSQUARE,TOSQUARE,TIGHTENS_TOSQUARE,TOSQUARE,TIGHTENS_TOSQUARE,TOSQUARE,,
1005,Adjectives,,TIGHTENS_TO1,TO1,TIGHTENS_TO2,TO2,TIGHTENS_TOSLOW,TOSLOW,,
1006,Adjectives,,TIGHTENS_TOHP,TOHP,TIGHTENS_TO1,TO1,TIGHTENS_TOHP,TOHP,,
1007,Adjectives,,TIGHTENS_TOACUTE,TOACUTE,TIGHTENS_TOACUTE,TOACUTE,TIGHTENS_TOACUTE,TOACUTE,,
1008,,,,,,,,,,
1009,,,,,,,,,,
1010,Adjectives,,TO6,,TO7,,TOFLAT,,,
1011,Adjectives,,TO5,,TO6,,TOEASY,,,
1012,Adjectives,,TO4,,TO5,,TOFAST,,,
1013,Adjectives,,TO3,,TO4,,TOMEDIUM,,,
1014,Adjectives,,TO2,,TO3,,TOK,,,
1015,Adjectives,,TOSQUARE,,TOSQUARE,,TOSQUARE,,,
1016,Adjectives,,TO1,,TO2,,TOSLOW,,,
1017,Adjectives,,TOHP,,TO1,,TOHP,,,
1018,Adjectives,,TOACUTE,,TOACUTE,,TOACUTE,,,
1019,,,,,,,,,,
1020,Adjectives,,OPENS_TO6,TO6,OPENS_TO7,TO7,OPENS_TOFLAT,TOFLAT,,
1021,Adjectives,,OPENS_TO5,TO5,OPENS_TO6,TO6,OPENS_TOEASY,TOEASY,,
1022,Adjectives,,OPENS_TO4,TO4,OPENS_TO5,TO5,OPENS_TOFAST,TOFAST,,
1023,Adjectives,,OPENS_TO3,TO3,OPENS_TO4,TO4,OPENS_TOMEDIUM,TOMEDIUM,,
1024,Adjectives,,OPENS_TO2,TO2,OPENS_TO3,TO3,OPENS_TOK,TOK,,
1025,Adjectives,,OPENS_TOSQUARE,TOSQUARE,OPENS_TOSQUARE,TOSQUARE,OPENS_TOSQUARE,TOSQUARE,,
1026,Adjectives,,OPENS_TO1,TO1,OPENS_TO2,TO2,OPENS_TOSLOW,TOSLOW,,
1027,Adjectives,,OPENS_TOHP,TOHP,OPENS_TO1,TO1,OPENS_TOHP,TOHP,,
1028,,,,,,,,,,
1029,,,,,,,,,,
1030,Adjectives,,OPENS,,OPENS,,OPENS,,,
1031,Adjectives,,OPENS_TIGHTENS,,OPENS_TIGHTENS,,OPENS_TIGHTENS,,,
1032,Adjectives,,OPENS_LITTLE,,OPENS_LITTLE,,OPENS_LITTLE,,,
1033,Adjectives,,OPENS_EARLY,,OPENS_EARLY,,OPENS_EARLY,,,
1034,Adjectives,,OPENS_LATE,,OPENS_LATE,,OPENS_LATE,,,
1035,Adjectives,,OPENS_LONG,,OPENS_LONG,,OPENS_LONG,,,
1036,Adjectives,,OPENS_VERYLONG,,OPENS_VERYLONG,,OPENS_VERYLONG,,,
1037,Adjectives,,OPENS_ROUND,,OPENS_ROUND,,OPENS_ROUND,,,
1038,Adjectives,,TIGHTENS_OPENS,,TIGHTENS_OPENS,,TIGHTENS_OPENS,,,
1039,Adjectives,,TIGHTENS_LITTLE,,TIGHTENS_LITTLE,,TIGHTENS_LITTLE,,,
1040,Adjectives,,TIGHTENS_EARLY,,TIGHTENS_EARLY,,TIGHTENS_EARLY,,,
1041,Adjectives,,TIGHTENS_LATE,,TIGHTENS_LATE,,TIGHTENS_LATE,,,
1042,Adjectives,,TIGHTENS_LONG,,TIGHTENS_LONG,,TIGHTENS_LONG,,,
1043,Adjectives,,TIGHTENS_VERYLONG,,TIGHTENS_VERYLONG,,TIGHTENS_VERYLONG,,,
1044,Adjectives,,TIGHTENS_SHARP,,TIGHTENS_SHARP,,TIGHTENS_SHARP,,,
1045,Adjectives,,TIGHTENS_ROUND,,TIGHTENS_ROUND,,TIGHTENS_ROUND,,,
1046,Adjectives,,OPENS_VERYVERYLONG,OPENS_LONG,OPENS_VERYVERYLONG,OPENS_LONG,OPENS_VERYVERYLONG,OPENS_LONG,,
1047,Adjectives,,OPENS_FUCKINGLONG,OPENS_LONG,OPENS_FUCKINGLONG,OPENS_LONG,OPENS_FUCKINGLONG,OPENS_LONG,,
1048,Adjectives,,TIGHTENS_VERYVERYLONG,TIGHTENS_LONG,TIGHTENS_VERYVERYLONG,TIGHTENS_LONG,TIGHTENS_VERYVERYLONG,TIGHTENS_LONG,,
1049,Adjectives,,TIGHTENS_FUCKINGLONG,TIGHTENS_LONG,TIGHTENS_FUCKINGLONG,TIGHTENS_LONG,TIGHTENS_FUCKINGLONG,TIGHTENS_LONG,,
1050,Adjectives,,NIPS,,NIPS,,NIPS,,,
1051,,,,,,,,,,
1052,,,,,,,,,,
1053,,,,,,,,,,
1054,,,,,,,,,,
1055,,,,,,,,,,
1056,,,,,,,,,,
1057,,,,,,,,,,
1058,,,,,,,,,,
1059,,,,,,,,,,
1060,,,,,,,,,,
1061,,,,,,,,,,
1062,,,,,,,,,,
1063,,,,,,,,,,
1064,,,,,,,,,,
1065,,,,,,,,,,
1066,,,,,,,,,,
1067,,,,,,,,,,
1068,,,,,,,,,,
1069,,,,,,,,,,
1070,,,,,,,,,,
1071,,,,,,,,,,
1072,,,,,,,,,,
1073,,,,,,,,,,
1074,,,,,,,,,,
1075,,,,,,,,,,
1076,,,,,,,,,,
1077,,,,,,,,,,
1078,,,,,,,,,,
1079,,,,,,,,,,
1080,,,,,,,,,,
1081,,,,,,,,,,
1082,,,,,,,,,,
1083,,,,,,,,,,
1084,,,,,,,,,,
1085,,,,,,,,,,
1086,,,,,,,,,,
1087,,,,,,,,,,
1088,,,,,,,,,,
1089,,,,,,,,,,
1090,,,,,,,,,,
1091,,,,,,,,,,
1092,,,,,,,,,,
1093,,,,,,,,,,
1094,,,,,,,,,,
1095,,,,,,,,,,
1096,,,,,,,,,,
1097,,,,,,,,,,
1098,,,,,,,,,,
1099,,,,,,,,,,
1100,,,,,,,,,,
1101,,,,,,,,,,
1102,,,,,,,,,,
1103,,,,,,,,,,
1104,,,,,,,,,,
1105,,,,,,,,,,
1106,,,,,,,,,,
1107,,,,,,,,,,
1108,,,,,,,,,,
1109,,,,,,,,,,
1110,,,,,,,,,,
1111,,,,,,,,,,
1112,,,,,,,,,,
1113,,,,,,,,,,
1114,,,,,,,,,,
1115,,,,,,,,,,
1116,,,,,,,,,,
1117,,,,,,,,,,
1118,,,,,,,,,,
1119,,,,,,,,,,
1120,,,,,,,,,,
1121,,,,,,,,,,
1122,,,,,,,,,,
1123,,,,,,,,,,
1124,,,,,,,,,,
1125,,,,,,,,,,
1126,,,,,,,,,,
1127,,,,,,,,,,
1128,,,,,,,,,,
1129,,,,,,,,,,
1130,,,,,,,,,,
1131,,,,,,,,,,
1132,,,,,,,,,,
1133,,,,,,,,,,
1134,,,,,,,,,,
1135,,,,,,,,,,
1136,,,,,,,,,,
1137,,,,,,,,,,
1138,,,,,,,,,,
1139,,,,,,,,,,
1140,,,,,,,,,,
1141,,,,,,,,,,
1142,,,,,,,,,,
1143,,,,,,,,,,
1144,,,,,,,,,,
1145,,,,,,,,,,
1146,,,,,,,,,,
1147,,,,,,,,,,
1148,,,,,,,,,,
1149,,,,,,,,,,
1150,,,,,,,,,,
1151,,,,,,,,,,
1152,,,,,,,,,,
1153,,,,,,,,,,
1154,,,,,,,,,,
1155,,,,,,,,,,
1156,,,,,,,,,,
1157,,,,,,,,,,
1158,,,,,,,,,,
1159,,,,,,,,,,
1160,,,,,,,,,,
1161,,,,,,,,,,
1162,,,,,,,,,,
1163,,,,,,,,,,
1164,,,,,,,,,,
1165,,,,,,,,,,
1166,,,,,,,,,,
1167,,,,,,,,,,
1168,,,,,,,,,,
1169,,,,,,,,,,
1170,,,,,,,,,,
1171,,,,,,,,,,
1172,,,,,,,,,,
1173,,,,,,,,,,
1174,,,,,,,,,,
1175,,,,,,,,,,
1176,,,,,,,,,,
1177,,,,,,,,,,
1178,,,,,,,,,,
1179,,,,,,,,,,
1180,,,,,,,,,,
1181,,,,,,,,,,
1182,,,,,,,,,,
1183,,,,,,,,,,
1184,,,,,,,,,,
1185,,,,,,,,,,
1186,,,,,,,,,,
1187,,,,,,,,,,
1188,,,,,,,,,,
1189,,,,,,,,,,
1190,,,,,,,,,,
1191,,,,,,,,,,
1192,,,,,,,,,,
1193,,,,,,,,,,
1194,,,,,,,,,,
1195,,,,,,,,,,
1196,,,,,,,,,,
1197,,,,,,,,,,
1198,,,,,,,,,,
1199,,,,,,,,,,
1200,,,,,,,,,,
1201,,,,,,,,,,
1202,,,,,,,,,,
1203,,,,,,,,,,
1204,,,,,,,,,,
1205,,,,,,,,,,
1206,,,,,,,,,,
1207,,,,,,,,,,
1208,,,,,,,,,,
1209,,,,,,,,,,
1210,,,,,,,,,,
1211,,,,,,,,,,
1212,,,,,,,,,,
1213,,,,,,,,,,
1214,,,,,,,,,,
1215,,,,,,,,,,
1216,,,,,,,,,,
1217,,,,,,,,,,
1218,,,,,,,,,,
1219,,,,,,,,,,
1220,,,,,,,,,,
1221,,,,,,,,,,
1222,,,,,,,,,,
1223,,,,,,,,,,
1224,,,,,,,,,,
1225,,,,,,,,,,
1226,,,,,,,,,,
1227,,,,,,,,,,
1228,,,,,,,,,,
1229,,,,,,,,,,
1230,,,,,,,,,,
1231,,,,,,,,,,
1232,,,,,,,,,,
1233,,,,,,,,,,
1234,,,,,,,,,,
1235,,,,,,,,,,
1236,,,,,,,,,,
1237,,,,,,,,,,
1238,,,,,,,,,,
1239,,,,,,,,,,
1240,,,,,,,,,,
1241,,,,,,,,,,
1242,,,,,,,,,,
1243,,,,,,,,,,
1244,,,,,,,,,,
1245,,,,,,,,,,
1246,,,,,,,,,,
1247,,,,,,,,,,
1248,,,,,,,,,,
1249,,,,,,,,,,
1250,Construction,,BALES,,,,,,,
1251,Construction,,TIRES,,,,,,,
1252,Construction,,BARRELS,,,,,,,
1253,Construction,,ROCKS,,,,,,,
1254,Construction,,POLES,,,,,,,
1255,Construction,,BUSHES,,,,,,,
1256,Construction,,TREES,,,,,,,
1257,Construction,,PATHS,,,,,,,
1258,Construction,,PUDDLES,,,,,,,
1259,Construction,,SPECTATORS,,,,,,,
1260,Construction,,MARSHALLS,,,,,,,
1261,Construction,,HOUSES,,,,,,,
1262,Construction,,BANNERS,,,,,,,
1263,Construction,,BARRIERS,,,,,,,
1264,Construction,,ISLANDS,,,,,,,
1265,Construction,,WALKWAYS,,,,,,,
1266,Construction,,SIGNS,,,,,,,
1267,Construction,,LOGS,,,,,,,
1268,Construction,,CARS,,,,,,,
1269,Construction,,SNOW_BANKS,,,,,,,
1270,Construction,,STUMPS,,,,,,,
1271,Construction,,NETTINGS,,,,,,,
1272,Construction,,TAPES,,,,,,,
1273,Construction,,WALLS,,,,,,,
1274,Construction,,FENCES,,,,,,,
1275,Construction,,CONES,,,,,,,
1276,,,,,,,,,,
1277,,,,,,,,,,
1278,,,,,,,,,,
1279,,,,,,,,,,
1280,,,,,,,,,,
1281,,,,,,,,,,
1282,,,,,,,,,,
1283,,,,,,,,,,
1284,,,,,,,,,,
1285,,,,,,,,,,
1286,,,,,,,,,,
1287,,,,,,,,,,
1288,,,,,,,,,,
1289,,,,,,,,,,
1290,,,,,,,,,,
1291,,,,,,,,,,
1292,,,,,,,,,,
1293,,,,,,,,,,
1294,,,,,,,,,,
1295,,,,,,,,,,
1296,,,,,,,,,,
1297,,,,,,,,,,
1298,,,,,,,,,,
1299,,,,,,,,,,
1300,Surface,,GRIPPY_MIDDLE,,,,,,,
1301,Surface,,GRIPPY_INSIDE,,,,,,,
1302,Surface,,GRIPPY_OUTSIDE,,,,,,,
1303,Surface,,GRIPPY_BRAKING,,,,,,,
1304,Surface,,GRIPPY_ENTRY,,,,,,,
1305,Surface,,GRIPPY_EXIT,,,,,,,
1306,Surface,,GRIPPY_MAYBE,,,,,,,
1307,Surface,,GRIPPY_VERY,,,,,,,
1308,,,,,,,,,,
1309,,,,,,,,,,
1310,Surface,,DIRTY_MIDDLE,,,,,,,
1311,Surface,,DIRTY_INSIDE,,,,,,,
1312,Surface,,DIRTY_OUTSIDE,,,,,,,
1313,Surface,,DIRTY_BRAKING,,,,,,,
1314,Surface,,DIRTY_ENTRY,,,,,,,
1315,Surface,,DIRTY_EXIT,,,,,,,
1316,Surface,,DIRTY_MAYBE,,,,,,,
1317,Surface,,DIRTY_VERY,,,,,,,
1318,,,,,,,,,,
1319,,,,,,,,,,
1320,Surface,,MUDDY_MIDDLE,,,,,,,
1321,Surface,,MUDDY_INSIDE,,,,,,,
1322,Surface,,MUDDY_OUTSIDE,,,,,,,
1323,Surface,,MUDDY_BRAKING,,,,,,,
1324,Surface,,MUDDY_ENTRY,,,,,,,
1325,Surface,,MUDDY_EXIT,,,,,,,
1326,Surface,,MUDDY_MAYBE,,,,,,,
1327,Surface,,MUDDY_VERY,,,,,,,
1328,,,,,,,,,,
1329,,,,,,,,,,
1330,Surface,,SLIPPY_MIDDLE,,,,,,,
1331,Surface,,SLIPPY_OUTSIDE,,,,,,,
1332,Surface,,SLIPPY_INSIDE,,,,,,,
1333,Surface,,SLIPPY_BRAKING,,,,,,,
1334,Surface,,SLIPPY_ENTRY,,,,,,,
1335,Surface,,SLIPPY_EXIT,,,,,,,
1336,Surface,,SLIPPY_MAYBE,,,,,,,
1337,Surface,,SLIPPY_VERY,,,,,,,
1338,,,,,,,,,,
1339,,,,,,,,,,
1340,Surface,,BUMPY_MIDDLE,,,,,,,
1341,Surface,,BUMPY_INSIDE,,,,,,,
1342,Surface,,BUMPY_OUTSIDE,,,,,,,
1343,Surface,,BUMPY_BRAKING,,,,,,,
1344,Surface,,BUMPY_ENTRY,,,,,,,
1345,Surface,,BUMPY_EXIT,,,,,,,
1346,Surface,,BUMPY_MAYBE,,,,,,,
1347,Surface,,BUMPY_VERY,,,,,,,
1348,,,,,,,,,,
1349,,,,,,,,,,
1350,Surface,,ROUGH_MIDDLE,,,,,,,
1351,Surface,,ROUGH_INSIDE,,,,,,,
1352,Surface,,ROUGH_OUTSIDE,,,,,,,
1353,Surface,,ROUGH_BRAKING,,,,,,,
1354,Surface,,ROUGH_ENTRY,,,,,,,
1355,Surface,,ROUGH_EXIT,,,,,,,
1356,Surface,,ROUGH_MAYBE,,,,,,,
1357,Surface,,ROUGH_VERY,,,,,,,
1358,,,,,,,,,,
1359,,,,,,,,,,
1360,Surface,,SMOOTH_MIDDLE,,,,,,,
1361,Surface,,SMOOTH_INSIDE,,,,,,,
1362,Surface,,SMOOTH_OUTSIDE,,,,,,,
1363,Surface,,SMOOTH_BRAKING,,,,,,,
1364,Surface,,SMOOTH_ENTRY,,,,,,,
1365,Surface,,SMOOTH_EXIT,,,,,,,
1366,Surface,,SMOOTH_MAYBE,,,,,,,
1367,Surface,,SMOOTH_VERY,,,,,,,
1368,,,,,,,,,,
1369,,,,,,,,,,
1370,,,,,,,,,,
1371,,,,,,,,,,
1372,,,,,,,,,,
1373,,,,,,,,,,
1374,,,,,,,,,,
1375,,,,,,,,,,
1376,,,,,,,,,,
1377,,,,,,,,,,
1378,,,,,,,,,,
1379,,,,,,,,,,
1380,,,,,,,,,,
1381,,,,,,,,,,
1382,,,,,,,,,,
1383,,,,,,,,,,
1384,,,,,,,,,,
1385,,,,,,,,,,
1386,,,,,,,,,,
1387,,,,,,,,,,
1388,,,,,,,,,,
1389,,,,,,,,,,
1390,,,,,,,,,,
1391,,,,,,,,,,
1392,,,,,,,,,,
1393,,,,,,,,,,
1394,,,,,,,,,,
1395,,,,,,,,,,
1396,,,,,,,,,,
1397,,,,,,,,,,
1398,,,,,,,,,,
1399,,,,,,,,,,
1400,Surface,,GRIT_LOOSE,,,,,,,
1401,Surface,,GRAVEL_LOOSE,,,,,,,
1402,Surface,,DIRT_LOOSE,,,,,,,
1403,Surface,,TARMAC_LOOSE,,,,,,,
1404,Surface,,CONCRETE_LOOSE,,,,,,,
1405,Surface,,RUBBLE_LOOSE,,,,,,,
1406,Surface,,SNOW_LOOSE,,,,,,,
1407,Surface,,ICE_LOOSE,,,,,,,
1408,Surface,,BLACK_ICE_LOOSE,,,,,,,
1409,Surface,,MUD_LOOSE,,,,,,,
1410,Surface,,COBBLES_LOOSE,,,,,,,
1411,,,,,,,,,,
1412,,,,,,,,,,
1413,,,,,,,,,,
1414,,,,,,,,,,
1415,,,,,,,,,,
1416,,,,,,,,,,
1417,,,,,,,,,,
1418,,,,,,,,,,
1419,,,,,,,,,,
1420,Surface,,GRIT_FIRM,,,,,,,
1421,Surface,,GRAVEL_FIRM,,,,,,,
1422,Surface,,DIRT_FIRM,,,,,,,
1423,Surface,,TARMAC_FIRM,,,,,,,
1424,Surface,,CONCRETE_FIRM,,,,,,,
1425,Surface,,RUBBLE_FIRM,,,,,,,
1426,Surface,,SNOW_FIRM,,,,,,,
1427,Surface,,ICE_FIRM,,,,,,,
1428,Surface,,BLACK_ICE_FIRM,,,,,,,
1429,Surface,,MUD_FIRM,,,,,,,
1430,Surface,,COBBLES_FIRM,,,,,,,
1431,,,,,,,,,,
1432,,,,,,,,,,
1433,,,,,,,,,,
1434,,,,,,,,,,
1435,,,,,,,,,,
1436,,,,,,,,,,
1437,,,,,,,,,,
1438,,,,,,,,,,
1439,,,,,,,,,,
1440,Surface,,GRIT_SLIPPY,,,,,,,
1441,Surface,,GRAVEL_SLIPPY,,,,,,,
1442,Surface,,DIRT_SLIPPY,,,,,,,
1443,Surface,,TARMAC_SLIPPY,,,,,,,
1444,Surface,,CONCRETE_SLIPPY,,,,,,,
1445,Surface,,RUBBLE_SLIPPY,,,,,,,
1446,Surface,,SNOW_SLIPPY,,,,,,,
1447,Surface,,ICE_SLIPPY,,,,,,,
1448,Surface,,BLACK_ICE_SLIPPY,,,,,,,
1449,Surface,,MUD_SLIPPY,,,,,,,
1450,Surface,,COBBLES_SLIPPY,,,,,,,
1451,,,,,,,,,,
1452,,,,,,,,,,
1453,,,,,,,,,,
1454,,,,,,,,,,
1455,,,,,,,,,,
1456,,,,,,,,,,
1457,,,,,,,,,,
1458,,,,,,,,,,
1459,,,,,,,,,,
1460,Surface,,GRIT_GRIPPY,,,,,,,
1461,Surface,,GRAVEL_GRIPPY,,,,,,,
1462,Surface,,DIRT_GRIPPY,,,,,,,
1463,Surface,,TARMAC_GRIPPY,,,,,,,
1464,Surface,,CONCRETE_GRIPPY,,,,,,,
1465,Surface,,RUBBLE_GRIPPY,,,,,,,
1466,Surface,,SNOW_GRIPPY,,,,,,,
1467,Surface,,ICE_GRIPPY,,,,,,,
1468,Surface,,BLACK_ICE_GRIPPY,,,,,,,
1469,Surface,,MUD_GRIPPY,,,,,,,
1470,Surface,,COBBLES_GRIPPY,,,,,,,
1471,,,,,,,,,,
1472,,,,,,,,,,
1473,,,,,,,,,,
1474,,,,,,,,,,
1475,,,,,,,,,,
1476,,,,,,,,,,
1477,,,,,,,,,,
1478,,,,,,,,,,
1479,,,,,,,,,,
1480,Surface,,GRIT_ROUGH,,,,,,,
1481,Surface,,GRAVEL_ROUGH,,,,,,,
1482,Surface,,DIRT_ROUGH,,,,,,,
1483,Surface,,TARMAC_ROUGH,,,,,,,
1484,Surface,,CONCRETE_ROUGH,,,,,,,
1485,Surface,,RUBBLE_ROUGH,,,,,,,
1486,Surface,,SNOW_ROUGH,,,,,,,
1487,Surface,,ICE_ROUGH,,,,,,,
1488,Surface,,BLACK_ICE_ROUGH,,,,,,,
1489,Surface,,MUD_ROUGH,,,,,,,
1490,Surface,,COBBLES_ROUGH,,,,,,,
1491,,,,,,,,,,
1492,,,,,,,,,,
1493,,,,,,,,,,
1494,,,,,,,,,,
1495,,,,,,,,,,
1496,,,,,,,,,,
1497,,,,,,,,,,
1498,,,,,,,,,,
1499,,,,,,,,,,
1500,Surface,,GRIT_SMOOTH,,,,,,,
1501,Surface,,GRAVEL_SMOOTH,,,,,,,
1502,Surface,,DIRT_SMOOTH,,,,,,,
1503,Surface,,TARMAC_SMOOTH,,,,,,,
1504,Surface,,CONCRETE_SMOOTH,,,,,,,
1505,Surface,,RUBBLE_SMOOTH,,,,,,,
1506,Surface,,SNOW_SMOOTH,,,,,,,
1507,Surface,,ICE_SMOOTH,,,,,,,
1508,Surface,,BLACK_ICE_SMOOTH,,,,,,,
1509,Surface,,MUD_SMOOTH,,,,,,,
1510,Surface,,COBBLES_SMOOTH,,,,,,,
1511,,,,,,,,,,
1512,,,,,,,,,,
1513,,,,,,,,,,
1514,,,,,,,,,,
1515,,,,,,,,,,
1516,,,,,,,,,,
1517,,,,,,,,,,
1518,,,,,,,,,,
1519,,,,,,,,,,
1520,Surface,,GRIT_DAMP,,,,,,,
1521,Surface,,GRAVEL_DAMP,,,,,,,
1522,Surface,,DIRT_DAMP,,,,,,,
1523,Surface,,TARMAC_DAMP,,,,,,,
1524,Surface,,CONCRETE_DAMP,,,,,,,
1525,Surface,,RUBBLE_DAMP,,,,,,,
1526,Surface,,SNOW_DAMP,,,,,,,
1527,Surface,,ICE_DAMP,,,,,,,
1528,Surface,,BLACK_ICE_DAMP,,,,,,,
1529,Surface,,MUD_DAMP,,,,,,,
1530,Surface,,COBBLES_DAMP,,,,,,,
1531,,,,,,,,,,
1532,,,,,,,,,,
1533,,,,,,,,,,
1534,,,,,,,,,,
1535,,,,,,,,,,
1536,,,,,,,,,,
1537,,,,,,,,,,
1538,,,,,,,,,,
1539,,,,,,,,,,
